-5.200000 -5.200000 67.899660
-5.200000 -5.100000 61.869660
-5.200000 -5.000000 58.949830
-5.200000 -4.900000 59.869660
-5.200000 -4.800000 63.899660
-5.200000 -4.700000 69.130000
-5.200000 -4.600000 73.200000
-5.200000 -4.500000 74.199830
-5.200000 -4.400000 71.400000
-5.200000 -4.300000 65.530000
-5.200000 -4.200000 58.499660
-5.200000 -4.100000 52.669660
-5.200000 -4.000000 49.949830
-5.200000 -3.900000 51.069660
-5.200000 -3.800000 55.299660
-5.200000 -3.700000 60.730000
-5.200000 -3.600000 65.000000
-5.200000 -3.500000 66.199830
-5.200000 -3.400000 63.600000
-5.200000 -3.300000 57.930000
-5.200000 -3.200000 51.099660
-5.200000 -3.100000 45.469660
-5.200000 -3.000000 42.949830
-5.200000 -2.900000 44.269660
-5.200000 -2.800000 48.699660
-5.200000 -2.700000 54.330000
-5.200000 -2.600000 58.800000
-5.200000 -2.500000 60.199830
-5.200000 -2.400000 57.800000
-5.200000 -2.300000 52.330000
-5.200000 -2.200000 45.699660
-5.200000 -2.100000 40.269660
-5.200000 -2.000000 37.949830
-5.200000 -1.900000 39.469660
-5.200000 -1.800000 44.099660
-5.200000 -1.700000 49.930000
-5.200000 -1.600000 54.600000
-5.200000 -1.500000 56.199830
-5.200000 -1.400000 54.000000
-5.200000 -1.300000 48.730000
-5.200000 -1.200000 42.299660
-5.200000 -1.100000 37.069660
-5.200000 -1.000000 34.949830
-5.200000 -0.900000 36.669660
-5.200000 -0.800000 41.499660
-5.200000 -0.700000 47.530000
-5.200000 -0.600000 52.400000
-5.200000 -0.500000 54.199830
-5.200000 -0.400000 52.200000
-5.200000 -0.300000 47.130000
-5.200000 -0.200000 40.899660
-5.200000 -0.100000 35.869660
-5.200000 -0.000000 33.949830
-5.200000 0.100000 35.869660
-5.200000 0.200000 40.899660
-5.200000 0.300000 47.130000
-5.200000 0.400000 52.200000
-5.200000 0.500000 54.199830
-5.200000 0.600000 52.400000
-5.200000 0.700000 47.530000
-5.200000 0.800000 41.499660
-5.200000 0.900000 36.669660
-5.200000 1.000000 34.949830
-5.200000 1.100000 37.069660
-5.200000 1.200000 42.299660
-5.200000 1.300000 48.730000
-5.200000 1.400000 54.000000
-5.200000 1.500000 56.199830
-5.200000 1.600000 54.600000
-5.200000 1.700000 49.930000
-5.200000 1.800000 44.099660
-5.200000 1.900000 39.469660
-5.200000 2.000000 37.949830
-5.200000 2.100000 40.269660
-5.200000 2.200000 45.699660
-5.200000 2.300000 52.330000
-5.200000 2.400000 57.800000
-5.200000 2.500000 60.199830
-5.200000 2.600000 58.800000
-5.200000 2.700000 54.330000
-5.200000 2.800000 48.699660
-5.200000 2.900000 44.269660
-5.200000 3.000000 42.949830
-5.200000 3.100000 45.469660
-5.200000 3.200000 51.099660
-5.200000 3.300000 57.930000
-5.200000 3.400000 63.600000
-5.200000 3.500000 66.199830
-5.200000 3.600000 65.000000
-5.200000 3.700000 60.730000
-5.200000 3.800000 55.299660
-5.200000 3.900000 51.069660
-5.200000 4.000000 49.949830
-5.200000 4.100000 52.669660
-5.200000 4.200000 58.499660
-5.200000 4.300000 65.530000
-5.200000 4.400000 71.400000
-5.200000 4.500000 74.199830
-5.200000 4.600000 73.200000
-5.200000 4.700000 69.130000
-5.200000 4.800000 63.899660
-5.200000 4.900000 59.869660
-5.200000 5.000000 58.949830
-5.200000 5.100000 61.869660
-5.200000 5.200000 67.899660
-5.100000 -5.200000 61.869660
-5.100000 -5.100000 55.839660
-5.100000 -5.000000 52.919830
-5.100000 -4.900000 53.839660
-5.100000 -4.800000 57.869660
-5.100000 -4.700000 63.100000
-5.100000 -4.600000 67.170000
-5.100000 -4.500000 68.169830
-5.100000 -4.400000 65.370000
-5.100000 -4.300000 59.500000
-5.100000 -4.200000 52.469660
-5.100000 -4.100000 46.639660
-5.100000 -4.000000 43.919830
-5.100000 -3.900000 45.039660
-5.100000 -3.800000 49.269660
-5.100000 -3.700000 54.700000
-5.100000 -3.600000 58.970000
-5.100000 -3.500000 60.169830
-5.100000 -3.400000 57.570000
-5.100000 -3.300000 51.900000
-5.100000 -3.200000 45.069660
-5.100000 -3.100000 39.439660
-5.100000 -3.000000 36.919830
-5.100000 -2.900000 38.239660
