1000 1.330473 -0.124004 1.785537 -1.040754 1.352534 2.912516 0.934601 2.671841 8.012216 1.330473 -0.124004 1.785537
999 -0.229187 4.011129 16.141683 -3.042148 -2.602541 16.027885 1.290977 0.434178 1.855133 1.330473 -0.124004 1.785537
998 -0.689172 3.673347 13.968433 0.198955 -0.864442 0.786842 1.659200 -2.361166 8.328050 0.198955 -0.864442 0.786842
997 0.327459 -2.165745 4.797681 3.440057 0.873658 12.597272 0.748473 -3.404209 12.148851 0.198955 -0.864442 0.786842
996 -3.158978 -0.071209 9.984210 2.140795 0.611560 4.957008 -0.237972 -1.102514 1.272168 0.198955 -0.864442 0.786842
995 2.013154 -0.520894 4.324119 -0.963443 -2.053146 5.143631 -1.206739 1.367324 3.325792 0.198955 -0.864442 0.786842
994 4.650178 -4.931516 45.944002 -2.453452 -2.621416 12.891251 -1.381235 3.339337 13.058978 0.198955 -0.864442 0.786842
993 1.081669 0.628021 1.564420 -3.217925 -1.727161 13.338128 -0.122185 3.473388 12.079352 0.198955 -0.864442 0.786842
992 4.822069 4.899857 47.260948 0.102951 -0.103352 0.021280 1.097586 -1.001313 2.207323 0.102951 -0.103352 0.021280
991 -0.025878 -1.292533 1.671310 3.423828 1.520458 14.034387 4.249335 -2.470867 24.162032 0.102951 -0.103352 0.021280
990 -0.997935 1.977359 4.905822 1.005966 2.654565 8.058682 -0.796622 -0.516099 0.900965 0.102951 -0.103352 0.021280
989 -0.763165 1.317371 2.317888 -2.582122 1.129532 7.943194 2.265510 0.593737 5.485060 0.102951 -0.103352 0.021280
988 0.491127 -0.217862 0.288670 -3.697189 -1.691739 16.531192 0.475417 0.111479 0.238449 0.102951 -0.103352 0.021280
987 1.741124 -1.705819 5.941331 -4.154969 -2.749314 24.822493 -1.323406 -0.581274 2.089284 0.102951 -0.103352 0.021280
986 2.573872 -1.389428 8.555328 0.976431 -2.156144 5.602376 -1.430599 -0.851171 2.771105 0.102951 -0.103352 0.021280
985 0.350730 -0.942555 1.011421 4.919019 0.313227 24.294856 0.049132 -0.076711 0.008299 0.049132 -0.076711 0.008299
984 -2.154486 0.476382 4.868751 1.730386 2.611824 9.815860 1.528863 0.697749 2.824276 0.049132 -0.076711 0.008299
983 -1.583754 0.809335 3.163301 -2.717766 1.524834 9.711370 1.662033 0.772464 3.359054 0.049132 -0.076711 0.008299
982 0.242419 -0.388628 0.209798 -4.863467 -0.440273 23.847155 0.274745 0.412603 0.245726 0.049132 -0.076711 0.008299
981 1.993416 -1.365853 5.839261 -2.682496 -0.232686 7.249925 -1.493176 -0.084974 2.236794 0.049132 -0.076711 0.008299
980 2.022402 -1.295685 5.768911 3.404023 0.163608 11.614143 -2.317324 -0.575848 5.701589 0.049132 -0.076711 0.008299
979 -0.009017 0.844504 0.713269 4.161179 -3.094270 26.889914 -1.883678 -0.584278 3.889622 0.049132 -0.076711 0.008299
978 -1.939934 2.420558 9.622445 0.133351 -2.188615 4.807817 1.659582 0.273030 2.828758 0.049132 -0.076711 0.008299
977 -1.816649 -0.439525 3.493395 -3.993078 0.372856 16.083693 3.015276 0.776016 9.694091 0.049132 -0.076711 0.008299
976 1.582092 -3.143160 12.382470 -3.836857 2.569342 21.322990 -0.384236 -0.296808 0.235732 0.049132 -0.076711 0.008299
975 3.847501 -1.584363 17.313467 1.859765 2.830076 11.468057 -3.282433 -1.155202 12.108859 0.049132 -0.076711 0.008299
974 2.936828 1.288553 10.285326 2.318519 0.508232 5.633832 -4.731170 -0.451927 22.588210 0.049132 -0.076711 0.008299
973 -0.631828 2.028652 4.514635 -0.589938 0.099100 0.357847 -4.553634 0.651771 21.160386 0.049132 -0.076711 0.008299
972 -3.385489 -1.051878 12.567982 -2.639517 -0.483261 7.200593 1.194774 0.995317 2.418140 0.049132 -0.076711 0.008299
971 -0.749082 -3.376060 11.958902 -2.004716 -0.677530 4.477932 -3.698757 -0.894758 14.481395 0.049132 -0.076711 0.008299
970 3.180813 -1.862233 13.585480 0.695912 -0.385611 0.632990 1.162142 0.126849 1.366664 0.049132 -0.076711 0.008299
969 4.233439 2.054327 22.142266 2.394691 0.193155 5.771852 4.816994 0.901271 24.015724 0.049132 -0.076711 0.008299
968 -3.138136 -0.363780 9.980233 2.677847 0.419490 7.346834 3.943385 0.801394 16.192520 0.049132 -0.076711 0.008299
967 1.624516 -0.271475 2.712752 1.690424 0.437345 3.048805 -0.438214 -0.326922 0.298910 0.049132 -0.076711 0.008299
966 0.644804 0.978764 1.373751 -1.201853 -0.098222 1.454097 -4.582000 -1.423734 23.021741 0.049132 -0.076711 0.008299
965 -0.194252 -0.653628 0.464964 -2.976652 -0.634423 9.262951 -4.698640 -2.112911 26.541609 0.049132 -0.076711 0.008299
964 -0.894397 -1.848321 4.216237 -2.002754 -0.301269 4.101787 -1.232425 -0.633276 1.919911 0.049132 -0.076711 0.008299
963 -0.781926 -1.847192 4.023526 2.377653 0.346830 5.773525 3.230939 1.094570 11.637048 0.049132 -0.076711 0.008299
962 -0.084904 -0.672521 0.459493 4.201199 0.642700 18.063133 4.673599 1.039478 22.923047 0.049132 -0.076711 0.008299
961 0.952960 1.045376 2.000945 1.411769 0.100034 2.003099 2.095774 -0.398608 4.551157 0.049132 -0.076711 0.008299
960 1.549524 1.427069 4.437549 -2.854730 -0.663262 8.589401 -3.373865 -1.295864 13.062225 0.049132 -0.076711 0.008299
959 1.404197 0.309276 2.067421 -2.715900 -0.554262 7.683319 -3.963977 4.771657 38.481825 0.049132 -0.076711 0.008299
958 0.600882 -1.597024 2.911547 0.574442 -0.379688 0.474147 -2.555471 0.188197 6.565848 0.049132 -0.076711 0.008299
957 -0.706045 -2.686046 7.713344 3.485328 0.064029 12.151612 0.321350 -4.615530 21.406383 0.049132 -0.076711 0.008299
956 -1.455018 -0.507400 2.374532 2.393164 0.389768 5.879154 -0.680315 2.293915 5.724873 0.049132 -0.076711 0.008299
955 -1.110310 2.087108 5.588809 0.508594 -0.001724 0.258671 0.307079 0.659498 0.529235 0.049132 -0.076711 0.008299
954 -0.266948 2.652678 7.107961 -1.731098 -0.476075 3.223347 1.075946 -1.804219 4.412867 0.049132 -0.076711 0.008299
953 1.015674 1.265827 2.633914 -3.473899 -0.403142 12.230500 1.348572 -3.465973 13.831613 0.049132 -0.076711 0.008299
952 2.151573 -1.276290 6.258185 -0.590732 -0.146450 0.370412 0.702146 -2.823980 8.467872 0.049132 -0.076711 0.008299
951 0.909898 -3.134072 10.650321 2.899866 0.146807 8.430773 -0.920446 -0.131563 0.864529 0.049132 -0.076711 0.008299
950 -1.574627 -2.269003 7.627824 1.769794 0.267524 3.203742 -1.958598 2.608858 10.642246 0.049132 -0.076711 0.008299
949 -2.348378 1.050125 6.617641 -0.966901 -0.055697 0.937999 -1.147048 3.008217 10.365087 0.049132 -0.076711 0.008299
948 0.025485 2.659167 7.071818 -3.162979 -0.436488 10.194957 0.149371 0.400137 0.182422 0.049132 -0.076711 0.008299
947 2.586366 -0.705569 7.187117 -1.555504 -0.404659 2.583341 1.334096 -2.731884 9.242999 0.049132 -0.076711 0.008299
946 1.349485 -3.948363 17.410683 1.618575 -0.135632 2.638183 0.605575 -2.634810 7.308944 0.049132 -0.076711 0.008299
945 -1.371881 -3.889489 17.010185 4.288048 0.170503 18.416427 -0.767882 -0.168352 0.617985 0.049132 -0.076711 0.008299
944 -3.552566 0.707289 13.120983 1.271558 0.327944 1.724407 -1.843041 2.433807 9.320214 0.049132 -0.076711 0.008299
943 -2.172934 4.621559 26.080448 -2.205322 -0.226304 4.914657 -1.301098 2.065042 5.957256 0.049132 -0.076711 0.008299
942 -0.026005 3.599831 12.959457 -3.214509 -0.671722 10.784277 0.288397 -0.370295 0.220291 0.049132 -0.076711 0.008299
941 2.328921 -1.176193 6.807300 -1.196464 -0.814664 2.095203 1.568576 -2.506851 8.744734 0.049132 -0.076711 0.008299
940 0.295121 2.908892 8.548752 1.527915 -0.066887 2.338998 0.787830 -2.734837 8.100006 0.049132 -0.076711 0.008299
939 0.187182 -0.286504 0.117122 3.253515 0.666403 11.029451 -0.607050 -1.348322 2.186481 0.049132 -0.076711 0.008299
938 -0.054484 -3.398630 11.553652 1.879105 1.334681 5.312409 -1.118512 1.664155 4.020480 0.049132 -0.076711 0.008299
937 -0.130905 -2.157195 4.670627 -1.890748 -0.100999 3.585130 -0.459593 3.309487 11.163933 0.049132 -0.076711 0.008299
936 -0.054831 0.434789 0.192048 -4.886546 -1.522975 26.197784 0.880929 2.996510 9.755110 0.049132 -0.076711 0.008299
935 0.252009 2.265201 5.194645 1.300534 -1.022952 2.737819 1.716012 -1.365251 4.808607 0.049132 -0.076711 0.008299
934 0.335034 -0.171586 0.141689 4.877702 3.283263 34.571790 1.421032 -3.878528 17.062309 0.049132 -0.076711 0.008299
933 0.086696 -2.647171 7.015028 1.276106 1.241310 3.169297 -0.366009 -2.654883 7.182366 0.049132 -0.076711 0.008299
932 -0.130884 -2.997622 9.002866 -3.433456 -0.993323 12.775310 -1.802219 2.013768 7.303253 0.049132 -0.076711 0.008299
931 -0.196124 1.088665 1.223657 -4.479126 -2.063346 24.319972 -1.115627 2.818848 9.190527 0.049132 -0.076711 0.008299
930 -0.144766 4.043769 16.373026 -0.817647 -3.014032 9.752935 -0.323969 0.430246 0.290067 0.049132 -0.076711 0.008299
929 0.065566 3.559117 12.671612 3.140429 -1.989348 13.819800 0.991499 -2.627241 7.885464 0.049132 -0.076711 0.008299
928 0.278965 -0.324944 0.183410 3.787970 1.077333 15.509362 1.122006 -4.602859 22.445212 0.049132 -0.076711 0.008299
927 0.234556 -3.997643 16.036170 -0.312485 2.935129 8.712631 0.291368 -1.005428 1.095781 0.049132 -0.076711 0.008299
926 -0.007363 -3.696473 13.663967 -3.810863 0.561574 14.838042 -0.833995 3.353444 11.941137 0.049132 -0.076711 0.008299
925 -0.193439 -1.132524 1.320029 -2.611919 -2.806216 14.696970 -1.107798 4.784510 24.118758 0.049132 -0.076711 0.008299
924 -0.167794 1.707669 2.944288 -1.003610 -1.869446 4.502062 -0.419611 0.052716 0.178852 0.049132 -0.076711 0.008299
923 0.213681 2.225182 4.997093 1.543633 0.765417 2.968668 1.014984 -4.798503 24.055820 0.049132 -0.076711 0.008299
922 0.458760 -0.858898 0.948167 3.581091 2.676611 19.988465 -2.094566 -3.457140 16.339024 0.049132 -0.076711 0.008299
921 0.328429 -3.166760 10.136234 2.335693 0.526163 5.732308 -0.331686 -0.860483 0.850447 0.049132 -0.076711 0.008299
920 0.090302 -2.989632 8.946055 -0.427561 -2.263560 5.306512 1.621593 3.198335 12.858914 0.049132 -0.076711 0.008299
919 -0.110864 1.642337 2.709560 -2.805639 -3.236374 18.345725 2.395463 2.560215 12.292944 0.049132 -0.076711 0.008299
918 0.009005 4.174281 17.424707 -4.118650 0.066102 16.967646 1.879980 0.942866 4.423320 0.049132 -0.076711 0.008299
917 0.256255 -0.422968 0.244569 -0.055109 3.211991 10.319921 -1.879454 -1.062008 4.660210 0.049132 -0.076711 0.008299
916 0.281332 -4.810056 23.215789 4.192089 4.382753 36.782131 0.743426 -0.965672 1.485205 0.049132 -0.076711 0.008299
915 0.081542 -2.784443 7.759771 4.208141 3.689683 31.322211 -0.026870 0.162166 0.027020 0.049132 -0.076711 0.008299
914 -0.063321 1.849692 3.425372 -2.079715 -0.714026 4.835047 -0.682474 0.958461 1.384418 0.049132 -0.076711 0.008299
913 -3.640111 3.688964 26.858866 -0.925324 3.311904 11.824933 -0.385325 0.999161 1.146798 0.049132 -0.076711 0.008299
912 1.419149 -1.216578 3.494045 -0.454919 -0.597920 0.564460 0.319661 1.024436 1.151653 0.049132 -0.076711 0.008299
911 1.789136 2.140605 7.783197 0.701074 -3.658194 13.873890 0.899036 -0.001881 0.808270 0.049132 -0.076711 0.008299
910 1.095697 0.095839 1.209736 0.803689 -1.820250 3.959224 0.711982 -1.097743 1.711959 0.049132 -0.076711 0.008299
909 -1.379791 -1.963022 5.757278 0.214609 0.768345 0.636411 0.063828 -0.947591 0.902002 0.049132 -0.076711 0.008299
